,city,cuisine
146251,Toronto,japanes
146255,Bethel Park,american
146267,Surprise,american
146271,Charlotte,american
146279,Stoughton,american
146281,Charlotte,mexican
146292,Montréal,mediterranean
146294,Davidson,cafe
146307,Chesterland,barbequ
146321,Goodyear,burger
146332,Phoenix,american
146335,Chandler,mexican
146336,Las Vegas,breakfast
146338,North York,cafe
146340,Cleveland,american
146345,Anjou,breakfast
146348,Las Vegas,italian
146373,Pittsburgh,chines
146376,Pittsburgh,cafe
146380,Phoenix,mexican
146386,Toronto,american
146389,North York,american
146394,Glendale,mexican
146409,Newmarket,italian
146413,Chandler,japanes
146414,Las Vegas,italian
146419,Toronto,french
146420,Matthews,american
146423,Las Vegas,cafe
146427,Las Vegas,cafe
146432,Mississauga,american
146440,Goodyear,american
146453,Airdrie,chines
146460,Westlake,japanes
146461,Henderson,italian
146463,Scottsdale,chines
146468,Phoenix,american
146469,Chandler,burger
146472,Toronto,caribbean
146489,Las Vegas,american
146498,East Gwillimbury,burger
146509,Mesa,vegan
146513,Glendale,mexican
146517,Mesa,american
146528,Euclid,cafe
146541,Oakville,mediterranean
146544,Montréal,asian
146552,Montréal,cafe
146566,Montréal,cafe
146567,Madison,indonesian
146571,Saint-Laurent,burger
146576,Las Vegas,thai
146577,Calgary,vietnames
146594,Lowell,cafe
146606,Montréal,american
146619,Glendale,italian
146628,Phoenix,mexican
146639,Phoenix,cafe
146642,Phoenix,brazilian
146650,Hampton Township,burger
146654,Phoenix,mexican
146658,Las Vegas,breakfast
146667,North Las Vegas,burger
146675,Huntersville,mediterranean
146676,Scarborough,barbequ
146682,Tempe,burger
146687,Mesa,breakfast
146689,Cleveland,japanes
146696,Calgary,american
146705,Toronto,italian
146708,Charlotte,american
146711,Peoria,vietnames
146721,Charlotte,italian
146731,Calgary,japanes
146732,Phoenix,italian
146734,Tempe,american
146739,Las Vegas,japanes
146741,Las Vegas,barbequ
146754,Pittsburgh,breakfast
146758,Las Vegas,breakfast
146759,Toronto,burger
146765,Phoenix,asian
146770,Toronto,indian
146771,Pittsburgh,mediterranean
146779,Calgary,american
146784,Toronto,cajuncreol
146797,Scarborough,chines
146800,Verdun,breakfast
146804,Markham,indian
146830,North Las Vegas,mexican
146838,Middleton,japanes
146840,Charlotte,american
146845,Etobicoke,japanes
146847,Uxbridge,breakfast
146852,Las Vegas,vietnames
146854,Mesa,american
146858,Peoria,cafe
146862,Mississauga,indian
146870,North York,japanes
146871,Toronto,asian
146878,Aurora,burger
146882,Ajax,cajuncreol
146889,Henderson,asian
146900,Charlotte,barbequ
146903,Toronto,cafe
146921,Mesa,mexican
146924,Chandler,american
146932,Scottsdale,mexican
146937,Charlotte,american
146940,Seven Hills,burger
146944,Calgary,vietnames
146947,Matthews,burger
146949,Scarborough,indian
146955,Pittsburgh,mexican
146966,Montréal,cafe
146968,Scarborough,burger
146980,Toronto,breakfast
146987,Solon,burger
146990,Mississauga,thai
146993,Cornelius,italian
147000,Oakville,mediterranean
147003,Vaughan,american
147005,Sun City West,cafe
147008,Chandler,american
147009,Toronto,caribbean
147023,Mississauga,american
147031,Medina,american
147033,Champaign,mexican
147036,Millvale,breakfast
147057,Charlotte,mediterranean
147064,Charlotte,vietnames
147065,Scottsdale,burger
147068,Champaign,asian
147070,Gilbert,mexican
147073,Mesa,japanes
147074,Charlotte,mediterranean
147079,Henderson,burger
147081,Toronto,chines
147082,Anjou,french
147087,Montréal,french
147091,Montreal,italian
147097,Penn Hills,burger
147099,Chandler,burger
147100,Scottsdale,vietnames
147103,North Royalton,american
147107,Toronto,chines
147109,Mesa,american
147113,Calgary,american
147114,Calgary,burger
147117,Las Vegas,asian
147127,Mesa,barbequ
147151,Stouffville,japanes
147152,Calgary,american
147160,Tolleson,mexican
147168,Charlotte,italian
147183,Montréal,japanes
147187,Oakville,american
147191,Phoenix,vegan
147200,Phoenix,barbequ
147209,Toronto,cafe
147212,Mesa,mexican
147217,Henderson,vegan
147222,Scottsdale,american
147229,Lake Wylie,burger
147237,Phoenix,mexican
147238,Pittsburgh,burger
147242,Toronto,italian
147250,Calgary,cafe
147263,Toronto,barbequ
147272,Brook Park,american
147273,Phoenix,italian
147277,Las Vegas,mexican
147278,Charlotte,american
147282,Calgary,mexican
147298,Markham,korean
147316,Charlotte,mexican
147319,Urbana,barbequ
147325,Markham,asian
147330,Mississauga,italian
147333,Montréal,portugues
147342,Phoenix,mexican
147343,Las Vegas,chines
147344,Las Vegas,mediterranean
147348,Fitchburg,breakfast
147349,Calgary,vietnames
147356,Toronto,mexican
147357,Las Vegas,barbequ
147358,Surprise,caribbean
147378,Tempe,mediterranean
147385,Gilbert,cafe
147387,Las Vegas,chines
147390,Thornhill,thai
147394,Toronto,chines
147400,Montréal,american
147405,Mentor,mexican
147406,Mississauga,italian
147410,Toronto,breakfast
147412,North York,indian
147413,Las Vegas,american
147417,East York,chines
147421,Hinckley,burger
147429,Toronto,cafe
147433,Calgary,cafe
147435,Toronto,american
147448,Markham,asian
147455,Concord,american
147467,Las Vegas,chines
147483,Pittsburgh,mexican
147491,Amherst,american
147494,Montréal,breakfast
147499,Cuyahoga Falls,american
147508,Las Vegas,breakfast
147512,Mississauga,american
147520,Walton Hills,american
147529,Berea,italian
147530,Las Vegas,burger
147531,Charlotte,burger
147535,Toronto,burger
147539,Calgary,cafe
147540,Oka,thai
147541,Scarborough,caribbean
147546,Oakmont,american
147548,Pittsburgh,mediterranean
147559,Toronto,italian
147560,Pittsburgh,german
147562,Tempe,burger
147563,Las Vegas,italian
147568,Nobleton,japanes
147570,Calgary,italian
147573,Mississauga,caribbean
147574,Mississauga,chines
147578,Toronto,caribbean
147601,Saint-Constant,burger
147605,Calgary,vietnames
147612,Elyria,american
147631,Toronto,korean
147632,Montréal,burger
147636,Phoenix,breakfast
147638,Medina,american
147644,Henderson,italian
147648,Northfield,american
147662,Pittsburgh,chines
147667,Mississauga,vietnames
147675,Madison,italian
147676,Calgary,burger
147680,Montréal,thai
147684,Gilbert,vietnames
147686,Cleveland,mexican
147690,Surprise,mexican
147696,Peoria,american
147699,Beachwood,indian
147700,Toronto,french
147708,Las Vegas,american
147719,Charlotte,burger
147738,Henderson,burger
147739,Las Vegas,burger
147740,South Euclid,italian
147745,Stouffville,french
147749,Phoenix,burger
147753,Las Vegas,french
147756,Madison,american
147758,Pittsburgh,american
147759,Cleveland,italian
147766,Toronto,chines
147772,Montréal,mexican
147776,Phoenix,mexican
147779,Cleveland,indian
147787,Las Vegas,mexican
147789,Calgary,korean
147797,Toronto,italian
147798,Las Vegas,american
147803,Gilbert,barbequ
147805,Las Vegas,caribbean
147806,Mesa,thai
147809,Brampton,barbequ
147813,Toronto,kebab
147829,Charlotte,american
147834,Fitchburg,burger
147837,Las Vegas,burger
147839,Gilbert,american
147843,Berea,american
147847,Parma,breakfast
147848,Chandler,brazilian
147849,Calgary,japanes
147864,Toronto,italian
147865,Scottsdale,american
147867,Madison,italian
147868,Calgary,caribbean
147871,Toronto,mediterranean
147884,Calgary,thai
147885,Phoenix,mexican
147888,Tempe,mediterranean
147889,Toronto,burger
147891,Toronto,mexican
147898,Phoenix,american
147918,Markham,japanes
147923,Newmarket,american
147924,Montréal,french
147926,Henderson,mexican
147935,Montréal,burger
147944,Toronto,cafe
147948,Toronto,thai
147957,Mississauga,breakfast
147963,Mississauga,indian
147964,Las Vegas,mediterranean
147965,North Las Vegas,breakfast
147966,Brampton,italian
147970,Las Vegas,vegan
147972,Toronto,asian
147974,Phoenix,chines
147983,Markham,breakfast
148011,Las Vegas,american
148012,Toronto,chines
148021,Chandler,indian
148024,Markham,chines
148036,Toronto,american
148047,Scottsdale,burger
148050,Toronto,british
148054,Chandler,chines
148064,Chandler,mexican
148076,Toronto,indian
148078,Montréal,cafe
148079,Phoenix,mexican
148088,Cuyahoga Falls,breakfast
148089,Phoenix,mexican
148096,Calgary,mediterranean
148106,Toronto,japanes
148114,Las Vegas,american
148118,Calgary,indian
148126,Charlotte,japanes
148138,Toronto,cafe
148156,Montréal,vegan
148163,Toronto,american
148167,Toronto,cafe
148171,Las Vegas,american
148180,Las Vegas,italian
148201,Henderson,lebanes
148211,Charlotte,american
148212,Las Vegas,american
148214,Avon,american
148215,Avondale,thai
148223,Las Vegas,american
148230,Charlotte,american
148233,Pittsburgh,italian
148236,Henderson,american
148247,Charlotte,american
148249,Oregon,breakfast
148250,Sun Prairie,chines
148256,Henderson,american
148258,Pittsburgh,american
148262,Montréal,korean
148263,Madison,chines
148269,Cleveland,breakfast
148271,Mesa,burger
148273,Phoenix,mexican
148282,Lakewood,american
148289,Lakewood,chines
148291,Toronto,indian
148296,Phoenix,american
148298,Calgary,korean
148305,Parma,indian
148308,Tempe,american
148310,Charlotte,vegan
148321,Akron,caribbean
148323,Phoenix,burger
148335,Charlotte,vietnames
148341,Toronto,burger
148343,Pittsburgh,barbequ
148349,Tempe,burger
148357,Las Vegas,italian
148366,Las Vegas,american
148376,El Mirage,burger
148380,Champaign,chines
148389,Madison,american
148396,Charlotte,hawaiian
148398,Las Vegas,chines
148403,Las Vegas,italian
148406,Champaign,breakfast
148420,Gilbert,mexican
148431,Brampton,indian
148432,Charlotte,breakfast
148436,Toronto,thai
148446,Toronto,chines
148450,Charlotte,japanes
148451,Las Vegas,mexican
148453,Glendale,vegetarian
148456,Madison,barbequ
148464,Cleveland,vegan
148488,Pittsburgh,caribbean
148489,Sun City,american
148500,Calgary,japanes
148502,Chandler,mexican
148503,Charlotte,barbequ
148508,Markham,burger
148512,Goodyear,breakfast
148513,Montréal,italian
148514,Toronto,japanes
148515,Fountain Hills,mexican
148521,Las Vegas,chines
148527,Calgary,american
148547,Las Vegas,american
148551,Willoughby,american
148554,Thornhill,japanes
148562,Markham,chines
148572,Chandler,barbequ
148573,Calgary,burger
148578,Las Vegas,vegan
148580,Charlotte,breakfast
148585,Markham,japanes
148587,Chandler,chines
148588,Toronto,vietnames
148597,Lakewood,breakfast
148602,Montréal,cafe
148606,Tempe,barbequ
148611,Phoenix,burger
148615,Charlotte,mediterranean
148622,Montréal,breakfast
148623,West Elizabeth,barbequ
148624,Toronto,indian
148626,Charlotte,italian
148629,Mississauga,italian
148631,Glendale,cajuncreol
148639,Charlotte,italian
148648,Las Vegas,burger
148658,Toronto,american
148675,Vaughan,vietnames
148690,Toronto,italian
148691,Toronto,french
148692,Toronto,mexican
148701,Pittsburgh,burger
148702,Phoenix,american
148708,Madison,breakfast
148717,Toronto,caribbean
148718,Las Vegas,burger
148731,Las Vegas,american
148733,De Forest,mexican
148748,Las Vegas,japanes
148763,Pittsburgh,cafe
148764,Vaughan,burger
148766,Mississauga,barbequ
148768,Montréal,indian
148771,Sainte-Thérèse,french
148773,Phoenix,mexican
148779,Chandler,barbequ
148785,Montréal,chines
148786,Phoenix,breakfast
148801,Cleveland,burger
148814,Toronto,japanes
148815,Cleveland,italian
148818,Wesley Chapel,burger
148820,Cleveland,american
148824,Las Vegas,barbequ
148825,Las Vegas,cuban
148840,Las Vegas,american
148841,Sun Lakes,burger
148854,Toronto,cafe
148860,Montréal,asian
148863,Markham,cafe
148864,North York,japanes
148871,Charlotte,american
148873,Fort Mill,american
148874,Henderson,italian
148880,Phoenix,mexican
148885,Las Vegas,french
148888,Las Vegas,mexican
148894,Laval,japanes
148899,Longueuil,italian
148906,Scottsdale,american
148907,Chandler,burger
148915,Scottsdale,italian
148922,Strongsville,burger
148931,Airdrie,italian
148935,Charlotte,burger
148946,North York,barbequ
148954,North Las Vegas,mexican
148955,Phoenix,mexican
148962,Mississauga,vegan
148963,Phoenix,mexican
148969,Richmond Hill,cafe
148978,Phoenix,american
148990,Phoenix,mexican
148997,Parma,american
149012,Montréal,burger
149016,Henderson,burger
149018,Charlotte,burger
149021,Charlotte,thai
149038,Charlotte,american
149040,Las Vegas,italian
149041,Henderson,mexican
149044,Las Vegas,italian
149048,Phoenix,thai
149051,Montréal,vegan
149060,Thornhill,barbequ
149064,Charlotte,american
149068,Buckeye,breakfast
149083,Toronto,indian
149088,Milton,american
149089,Phoenix,burger
149098,Broadview Heights,breakfast
149103,Charlotte,american
149104,Toronto,mexican
149106,Markham,chines
149109,Toronto,italian
149122,Charlotte,burger
149124,Henderson,american
149125,Mesa,mexican
149127,Phoenix,cafe
149134,Scarborough,burger
149137,Pittsburgh,thai
149140,Lakewood,barbequ
149142,Sainte-Julie,italian
149150,Phoenix,japanes
149161,Rawdon,caribbean
149172,Montréal,breakfast
149178,Mississauga,caribbean
149183,Phoenix,burger
149186,Tempe,mexican
149191,Cleveland,american
149194,Las Vegas,italian
149199,Chardon,breakfast
149202,Gilbert,american
149211,Tempe,mexican
149220,New Kensington,mexican
149227,Mint Hill,chines
149234,Euclid,caribbean
149245,Scottsdale,american
149256,Las Vegas,japanes
149257,Canonsburg,breakfast
149260,Mentor,breakfast
149262,Chandler,asian
149270,Phoenix,mexican
149276,Calgary,vietnames
149278,Sun City West,italian
149283,Phoenix,burger
149284,Elizabeth,italian
149294,Las Vegas,american
149296,Montréal,japanes
149301,Charlotte,italian
149309,Oakville,chines
149314,Phoenix,american
149318,Etobicoke,cafe
149328,Mississauga,chines
149334,Pittsburgh,japanes
149336,Toronto,japanes
149337,Toronto,breakfast
149347,Montréal,breakfast
149362,Toronto,mexican
149363,Montréal,italian
149364,Las Vegas,american
149371,Stouffville,breakfast
149380,Mississauga,breakfast
149383,Toronto,breakfast
149385,Henderson,mexican
149403,Gastonia,american
149410,Las Vegas,chines
149435,Wexford,breakfast
149443,Mahomet,american
149451,Montréal,mexican
149458,Pittsburgh,american
149463,Laval,italian
149466,Phoenix,american
149473,Olmsted Falls,american
149492,Montréal,burger
149493,Peoria,burger
149494,Toronto,japanes
149495,Fitchburg,american
149497,Toronto,korean
149502,Pittsburgh,chines
149510,Laval,breakfast
149511,Glendale,german
149513,Toronto,italian
149515,Phoenix,american
149531,Toronto,chines
149538,Mesa,vietnames
149544,Phoenix,cafe
149556,Scottsdale,thai
149562,Mesa,burger
149578,Las Vegas,italian
149580,Scarborough,barbequ
149594,Mentor,american
149598,Charlotte,american
149603,Brampton,cafe
149626,Crafton,italian
149630,Concord,american
149637,Avon,burger
149638,Phoenix,breakfast
149643,Calgary,cafe
149644,Toronto,american
149653,Montréal,american
149656,Las Vegas,mexican
149661,Fitchburg,asian
149673,West Mifflin,cafe
149683,Gilbert,vegan
149686,Madison,breakfast
149690,Mesa,chines
149696,Toronto,asian
149697,Elyria,chines
149699,Madison,japanes
149706,Huntersville,american
149720,Mesa,mexican
149728,Las Vegas,barbequ
149730,Las Vegas,mexican
149737,Whitby,american
149741,Las Vegas,american
149742,North York,korean
149749,Scarborough,burger
149772,Mississauga,italian
149774,Montréal,breakfast
149780,Las Vegas,breakfast
149789,Toronto,mexican
149791,Whitby,japanes
149793,Tempe,vietnames
149797,Toronto,american
149814,Murrysville,american
149815,Phoenix,burger
149821,Strongsville,american
149827,Solon,mexican
149828,Pittsburgh,american
149832,Henderson,american
149838,Charlotte,american
149842,Parma,american
149851,Tempe,italian
149852,Las Vegas,asian
149854,Henderson,mexican
149857,Toronto,japanes
149860,Chesterland,cafe
149875,Montréal,mediterranean
149879,Las Vegas,cafe
149882,Toronto,cafe
149898,Painesville,american
149917,Phoenix,mexican
149922,Tempe,american
149923,Mesa,american
149926,Toronto,lebanes
149930,Phoenix,mexican
149931,Toronto,chines
149936,Strongsville,japanes
149940,Scottsdale,american
149944,Cleveland,american
149946,Phoenix,mexican
149953,Toronto,italian
149967,Kleinburg,mediterranean
149968,Goodyear,breakfast
149969,Calgary,cafe
149971,Montreal,breakfast
149973,Richmond Hill,chines
149991,Calgary,burger
149994,Scottsdale,american
149995,Las Vegas,cafe
150003,Scottsdale,italian
150007,Vaughan,barbequ
150008,Phoenix,american
150012,Calgary,thai
150015,Toronto,cafe
150028,Pittsburgh,american
150042,Charlotte,mexican
150044,Las Vegas,french
150063,Eastlake,burger
150065,Bedford,breakfast
150089,Madison,vegan
150095,Charlotte,italian
150108,Charlotte,vegan
150115,Markham,breakfast
150127,Solon,italian
150139,Pittsburgh,chines
150159,Mesa,thai
150160,Mississauga,italian
150168,York,thai
150169,Pointe-Claire,breakfast
150171,Montréal,italian
150183,Brooklin,chines
150187,Calgary,mexican
150189,Glendale,cafe
150190,Mississauga,chines
150191,Charlotte,mediterranean
150194,Calgary,japanes
150198,Pittsburgh,chines
150202,Vaudreuil-Dorion,french
150204,Las Vegas,burger
150206,Pittsburgh,hawaiian
150213,Cleveland,breakfast
150226,Toronto,japanes
150228,Cornelius,indian
150229,Cleveland,american
150234,North Las Vegas,japanes
150235,Toronto,cafe
150236,Montréal,american
150247,Las Vegas,cafe
150251,North Las Vegas,burger
150253,Las Vegas,american
150256,Willoughby,american
150260,Las Vegas,american
150270,Phoenix,mexican
150271,Etobicoke,breakfast
150272,Charlotte,mexican
150287,Richmond Heights,caribbean
150288,Las Vegas,american
150304,Montréal,barbequ
150309,Charlotte,american
150315,Montréal,french
150321,Las Vegas,italian
150325,Phoenix,mexican
150332,Toronto,burger
150337,Calgary,mediterranean
150341,Toronto,japanes
150344,North Las Vegas,chines
150356,Pittsburgh,asian
150358,Toronto,italian
150361,Phoenix,chines
150378,Coraopolis,american
150387,Toronto,cafe
150409,Scottsdale,burger
150414,Pittsburgh,vegan
150415,Toronto,thai
150428,Pittsburgh,cafe
150433,Scottsdale,american
150435,Montréal,italian
150446,Cleveland,mexican
150447,Tempe,vietnames
150448,Madison,mediterranean
150450,Concord,breakfast
150460,Toronto,caribbean
150465,Nellis AFB,breakfast
150466,Tempe,burger
150471,Phoenix,mexican
150475,Charlotte,breakfast
150490,Gilbert,burger
150494,Scottsdale,italian
150498,Las Vegas,asian
150500,Markham,asian
150502,Las Vegas,vegan
150507,Scottsdale,american
150510,Toronto,american
150514,Oakdale,american
150516,Cleveland,american
150522,Glendale,chines
150524,Las Vegas,vietnames
150527,Concord,american
150529,Avon Lake,burger
150533,Toronto,french
150534,Henderson,american
150537,Vaughan,chines
150542,Montreal,vegetarian
150544,Charlotte,breakfast
150552,Toronto,american
150559,Chandler,thai
150575,Pittsburgh,italian
150582,Montréal,breakfast
150597,Las Vegas,asian
150598,Toronto,breakfast
150605,Toronto,chines
150608,Charlotte,barbequ
150612,Calgary,mediterranean
150615,Henderson,american
150621,Gifford,barbequ
150631,Toronto,italian
150633,Scottsdale,french
150635,Akron,barbequ
150636,Medina,burger
150645,Lyndhurst,american
150648,Henderson,chines
150653,Toronto,italian
150660,Las Vegas,mediterranean
150665,Toronto,mediterranean
150666,Cuyahoga Falls,mexican
150667,Phoenix,vietnames
150674,Charlotte,breakfast
150675,Toronto,burger
150676,Richmond Hill,burger
150683,Pittsburgh,italian
150691,North York,caribbean
150692,Phoenix,mexican
150696,Brookline,italian
150701,Toronto,burger
150706,Las Vegas,american
150715,North Las Vegas,italian
150716,Montréal,mediterranean
150717,Toronto,vietnames
150719,Phoenix,barbequ
150721,Montréal,korean
150726,Fort Mill,american
150730,Phoenix,japanes
150732,Cottage Grove,breakfast
150739,Toronto,italian
150743,Toronto,chines
150747,Glendale,chines
150749,Aurora,american
150751,Las Vegas,american
150757,Calgary,cafe
150761,Toronto,american
150769,Toronto,japanes
150775,Pittsburgh,american
150778,Toronto,mexican
150781,Concord,japanes
150790,Las Vegas,american
150796,Cecil,korean
150798,Montréal,breakfast
150802,Oregon,american
150805,Gilbert,cuban
150818,Pittsburgh,italian
150821,Charlotte,mexican
150834,Pittsburgh,barbequ
150839,Toronto,burger
150844,Las Vegas,french
150846,Tempe,mexican
150848,Tempe,mexican
150850,Las Vegas,american
150860,Montréal,indian
150870,Phoenix,mexican
150890,Concord,breakfast
150896,McKeesport,italian
150900,Las Vegas,japanes
150901,Pittsburgh,french
150913,Mississauga,breakfast
150918,Montréal,portugues
150927,Toronto,burger
150930,Toronto,american
150931,Mesa,italian
150941,Burton,american
150947,Sutersville,breakfast
150950,Las Vegas,italian
150951,Toronto,indian
150958,Tempe,thai
150960,Parma,burger
150962,Rocky River,breakfast
150975,Cuyahoga Falls,vegetarian
150978,Champaign,vegetarian
150981,Oakville,asian
151001,Toronto,asian
151005,North Versailles,american
151015,Calgary,burger
151023,Richmond Hill,chines
151029,Pittsburgh,chines
151033,Markham,chines
151035,Gilbert,mexican
151036,Las Vegas,american
151038,Las Vegas,korean
151039,Phoenix,burger
151046,Independence,mediterranean
151049,Phoenix,breakfast
151052,Phoenix,american
151053,Charlotte,mexican
151061,Chandler,breakfast
151063,Cleveland Heights,american
151072,Toronto,chines
151076,Charlotte,american
151088,Toronto,indian
151092,Pittsburgh,italian
151094,Vaughan,italian
151095,Markham,mediterranean
151099,Montréal,french
151100,Toronto,italian
151104,Toronto,chines
151112,Madison,barbequ
151127,Phoenix,american
151130,Toronto,american
151131,Montréal,cafe
151138,Laval,burger
151145,Henderson,japanes
151158,Pittsburgh,mediterranean
151176,Phoenix,thai
151178,Lasalle,italian
151185,Las Vegas,mexican
151203,Charlotte,chines
151210,Toronto,breakfast
151212,Toronto,french
151214,Toronto,cafe
151226,Las Vegas,vietnames
151234,Toronto,japanes
151236,Chandler,indian
151237,Huntersville,american
151241,Montreal,american
151243,Montréal,american
151254,Toronto,italian
151256,Las Vegas,italian
151259,Las Vegas,mexican
151263,Calgary,mexican
151264,Springdale,italian
151270,Calgary,cafe
151278,Avon Lake,american
151281,Las Vegas,breakfast
151285,Charlotte,japanes
151286,Tempe,japanes
151287,Toronto,mexican
151292,Calgary,chines
151293,Scarborough,indian
151295,Chandler,mediterranean
151303,North York,american
151312,Toronto,chines
151314,Madison,cafe
151315,Las Vegas,american
151318,Toronto,italian
151320,Phoenix,chines
151324,Toronto,japanes
151334,Toronto,indian
151335,Richmond Hill,cafe
151339,Calgary,american
151341,Scottsdale,thai
151345,Solon,chines
151353,Euclid,mexican
151356,Phoenix,american
151360,Scottsdale,breakfast
151369,Chandler,mexican
151382,Tempe,indian
151389,Toronto,italian
151393,Etobicoke,barbequ
151394,Bethel Park,breakfast
151399,Scottsdale,breakfast
151402,Lorain,mexican
151405,Toronto,indian
151409,Charlotte,breakfast
151412,Toronto,italian
151418,Carnegie,american
151420,North York,italian
151427,Las Vegas,american
151429,Toronto,cafe
151438,Brook Park,american
151441,Fort Mill,american
151455,Montréal,british
151457,Pittsburgh,burger
151466,Las Vegas,indian
151467,Fort Mill,american
151473,Scottsdale,hawaiian
151475,Charlotte,barbequ
151479,Avondale,mexican
151485,Kent,cafe
151488,Las Vegas,hawaiian
151492,Markham,chines
151498,Toronto,asian
151500,Calgary,breakfast
151504,Pittsburgh,american
151512,Vaughan,chines
151514,Cleveland,american
151515,Cleveland Heights,chines
151517,Mississauga,barbequ
151524,Charlotte,barbequ
151530,Champaign,burger
151542,Toronto,italian
151544,Pittsburgh,japanes
151551,Sun Prairie,mexican
151553,Mississauga,mexican
151557,Elizabeth,barbequ
151561,Charlotte,american
151568,North York,cafe
151575,Strongsville,american
151576,Toronto,barbequ
151581,Las Vegas,vietnames
151584,Las Vegas,burger
151590,Scottsdale,italian
151599,Toronto,japanes
151614,Thornhill,chines
151615,Calgary,british
151624,Markham,burger
151625,Harrisburg,burger
151628,Calgary,breakfast
151632,Surprise,barbequ
151636,Montréal,vegetarian
151648,Newmarket,american
151649,Pittsburgh,italian
151651,Montréal,barbequ
151655,Tempe,american
151661,Las Vegas,indian
151669,Las Vegas,korean
151679,Toronto,burger
151714,Montréal,burger
151716,Brunswick,burger
151721,Toronto,chines
151723,Las Vegas,american
151724,Madison,burger
151726,Chandler,italian
151727,Charlotte,american
151730,Toronto,cafe
151737,Ajax,burger
151763,Toronto,cafe
151764,Charlotte,burger
151765,Montréal,barbequ
151786,Las Vegas,burger
151787,Madison,thai
151789,Scottsdale,american
151804,Vaughan,mediterranean
151805,Toronto,italian
151813,Montréal,italian
151818,Medina,mexican
151827,Laval,breakfast
151833,Las Vegas,caribbean
151837,Montréal,italian
151839,Champaign,italian
151845,Terrebonne,american
151865,Toronto,african
151866,Glendale,japanes
151873,Toronto,burger
151882,Brunswick,breakfast
151889,Las Vegas,american
151897,Madison,breakfast
151899,Pittsburgh,american
151903,Las Vegas,american
151904,Toronto,vietnames
151908,Phoenix,american
151920,Toronto,cafe
151924,Toronto,thai
151936,Mentor,thai
151950,Phoenix,mexican
151952,Scottsdale,vegan
151954,Montréal,japanes
151955,Cleveland,american
151968,Kirkland,burger
151969,North Las Vegas,american
151976,Charlotte,breakfast
152002,Charlotte,vegan
152004,Madison,chines
152007,Brossard,italian
152015,N. Las Vegas,arabian
152016,Pickering,indian
152018,Akron,mexican
152020,Toronto,italian
152024,Champaign,american
152025,Chandler,italian
152026,Tempe,barbequ
152040,Montréal,breakfast
152065,Mc Farland,american
152076,Verona,chines
152078,Chagrin Falls,american
152082,St-Jerome,burger
152095,Calgary,japanes
152114,Las Vegas,burger
152122,North Huntingdon,italian
152124,Calgary,japanes
152130,Toronto,american
152131,Las Vegas,mexican
152135,Las Vegas,burger
152137,Las Vegas,chines
152138,Las Vegas,cafe
152143,North York,american
152152,North York,italian
152153,Calgary,vietnames
152154,Peoria,american
152159,Markham,vietnames
152162,Phoenix,breakfast
152189,Longueuil,cafe
152196,Toronto,barbequ
152200,Toronto,mexican
152205,Toronto,japanes
152210,Toronto,mexican
152214,Charlotte,chines
152228,Pointe-Claire,italian
152229,Las Vegas,american
152232,Concord,japanes
152233,Las Vegas,breakfast
152240,Concord,breakfast
152243,Phoenix,chines
152249,Toronto,italian
152251,Montréal,african
152254,Charlotte,italian
152255,Chandler,chines
152258,Fairview Park,american
152270,Valley View,breakfast
152271,Westlake,american
152277,Phoenix,mexican
152278,Toronto,american
152279,Scarborough,burger
152280,Ajax,breakfast
152285,Toronto,japanes
152293,Las Vegas,mediterranean
152294,Scottsdale,vietnames
152300,Toronto,caribbean
152304,Montréal,burger
152306,Richmond Hill,japanes
152308,Toronto,asian
152314,Pittsburgh,breakfast
152323,Parma,italian
152330,Las Vegas,american
152343,Toronto,cafe
152349,Montréal,chines
152350,Calgary,cafe
152353,Las Vegas,japanes
152356,Las Vegas,african
152357,Champaign,chines
152361,Toronto,vietnames
152363,Phoenix,mediterranean
152365,Indian Trail,mexican
152369,Phoenix,chines
152375,Matthews,italian
152377,Calgary,cafe
152384,Phoenix,italian
152386,Saint-Henri,mexican
152392,Las Vegas,indian
152393,Phoenix,mexican
152396,Pittsburgh,italian
152397,Phoenix,burger
152402,Las Vegas,breakfast
152406,Pointe-Claire,cafe
152411,Markham,chines
152415,Scottsdale,breakfast
152418,Henderson,american
152423,North York,american
152424,Chandler,hawaiian
152427,Markham,barbequ
152433,Las Vegas,thai
152442,Mahomet,breakfast
152450,Cleveland,mediterranean
152463,Phoenix,burger
152469,Urbana,italian
152474,Pittsburgh,burger
152477,Montréal,american
152479,Phoenix,american
152482,Charlotte,american
152489,Montréal,asian
152493,Surprise,burger
152502,Montréal,french
152508,Northfield,burger
152516,Coraopolis,burger
152527,Toronto,vegetarian
152533,Las Vegas,mexican
152545,Phoenix,mexican
152559,Calgary,italian
152560,Montréal,chines
152563,Charlotte,asian
152571,Monroe,italian
152573,Pittsburgh,american
152578,Gastonia,burger
152585,Phoenix,japanes
152587,Scottsdale,breakfast
152591,Scarborough,american
152598,Mississauga,indian
152605,Matthews,japanes
152609,Las Vegas,chines
152618,Calgary,cafe
152620,Phoenix,mexican
152634,Toronto,japanes
152649,Montréal,caribbean
152654,Las Vegas,chines
152662,Westlake,italian
152666,Chandler,chines
152668,Vaughan,thai
152670,Fort Mill,american
152676,Phoenix,mexican
152678,Montréal,cafe
152684,Las Vegas,american
152686,Mississauga,caribbean
152687,Calgary,breakfast
152688,Montréal,mediterranean
152689,Toronto,mexican
